10000,27, 1, 1, 1, 1
20000,2, 7, 2, 2, 2
30000,4, 4, 5, 7, 3
40000,5, 5, 11, 5, 6
50000,15, 6, 7, 6, 11
60000,7, 9, 15, 8, 8
70000,10, 12, 19, 12, 24
80000,22, 48, 16, 39, 18
90000,41, 25, 27, 20, 51
100000,57, 19, 25, 14, 27
110000,49, 29, 33, 65, 21
120000,33, 37, 41, 31, 66
130000,35, 46, 43, 20, 59
140000,31, 43, 66, 46, 61
150000,53, 109, 33, 48, 62
160000,31, 81, 38, 46, 46
170000,32, 34, 37, 55, 73
180000,39, 88, 47, 82, 41
190000,49, 108, 65, 88, 67
200000,53, 79, 53, 74, 79
210000,79, 57, 64, 95, 64
220000,71, 98, 66, 75, 66
230000,85, 63, 62, 82, 69
240000,98, 39, 43, 57, 55
250000,127, 52, 74, 75, 71
260000,133, 82, 126, 82, 83
270000,67, 101, 67, 87, 74
280000,118, 92, 177, 89, 80
290000,43, 78, 54, 59, 63
300000,66, 62, 110, 89, 89
310000,193, 152, 100, 123, 70
320000,121, 106, 129, 91, 103
330000,104, 98, 109, 97, 86
340000,166, 99, 125, 127, 122
350000,154, 89, 145, 110, 96
360000,177, 116, 89, 116, 125
370000,118, 168, 142, 128, 107
380000,202, 109, 112, 157, 95
390000,150, 199, 158, 119, 110
400000,101, 169, 112, 171, 117
410000,175, 171, 189, 154, 189
420000,202, 212, 153, 277, 134
430000,219, 197, 114, 182, 124
440000,201, 233, 164, 131, 151
450000,139, 189, 101, 80, 97
460000,136, 206, 198, 215, 212
470000,300, 225, 191, 252, 179
480000,132, 245, 154, 167, 165
490000,163, 210, 203, 230, 139
500000,179, 277, 196, 197, 212
510000,179, 278, 158, 220, 217
520000,227, 215, 198, 169, 175
530000,251, 129, 179, 223, 167
540000,292, 317, 162, 237, 250
550000,206, 84, 129, 109, 117
560000,264, 149, 202, 228, 236
570000,296, 345, 246, 188, 196
580000,316, 233, 190, 239, 231
590000,258, 272, 282, 308, 258
600000,329, 268, 295, 244, 276
610000,192, 152, 202, 219, 314
620000,327, 209, 264, 243, 170
630000,357, 200, 209, 145, 171
640000,187, 199, 154, 185, 178
650000,215, 170, 214, 173, 157
660000,187, 211, 159, 168, 171
670000,136, 209, 164, 159, 146
680000,192, 214, 164, 183, 171
690000,171, 178, 204, 242, 198
700000,193, 236, 163, 163, 184
710000,160, 193, 202, 186, 184
720000,251, 239, 203, 205, 212
730000,237, 170, 177, 158, 139
740000,233, 157, 161, 202, 159
750000,252, 224, 229, 159, 185
760000,202, 175, 177, 198, 178
770000,234, 229, 227, 190, 154
780000,156, 265, 190, 234, 142
790000,222, 197, 304, 316, 411
800000,539, 333, 363, 229, 285
810000,470, 541, 328, 192, 197
820000,203, 304, 331, 334, 307
830000,395, 209, 195, 203, 198
840000,473, 321, 418, 345, 378
850000,433, 331, 468, 314, 288
860000,402, 390, 378, 460, 422
870000,556, 289, 359, 250, 335
880000,587, 389, 406, 355, 377
890000,401, 213, 215, 307, 229
900000,277, 279, 342, 320, 442
910000,387, 300, 243, 268, 423
920000,537, 468, 567, 471, 575
930000,385, 509, 498, 421, 573
940000,516, 378, 450, 597, 320
950000,454, 480, 414, 424, 455
960000,551, 352, 351, 336, 451
970000,528, 540, 534, 482, 565
980000,726, 556, 446, 526, 541
990000,749, 540, 524, 534, 564
1000000,470, 561, 414, 514, 624
1010000,621, 445, 599, 408, 539
1020000,691, 381, 361, 295, 362
1030000,383, 387, 280, 253, 266
1040000,761, 468, 450, 406, 476
1050000,735, 646, 529, 674, 658
1060000,712, 476, 547, 923, 506
1070000,501, 731, 548, 631, 500
1080000,594, 334, 284, 513, 598
1090000,541, 657, 508, 557, 425
1100000,610, 578, 759, 465, 557
1110000,872, 371, 448, 478, 353
1120000,587, 454, 433, 437, 389
1130000,444, 452, 286, 278, 296
1140000,523, 293, 336, 321, 383
1150000,458, 384, 565, 609, 498
1160000,550, 667, 454, 448, 480
1170000,476, 454, 252, 371, 488
1180000,570, 525, 610, 639, 596
1190000,590, 572, 974, 554, 491
1200000,632, 287, 462, 577, 613
1210000,619, 551, 564, 608, 469
1220000,604, 442, 505, 608, 674
1230000,646, 625, 623, 542, 631
1240000,468, 454, 721, 560, 697
1250000,575, 462, 675, 743, 632
1260000,553, 677, 741, 533, 657
1270000,461, 230, 229, 341, 523
1280000,676, 573, 610, 602, 503
1290000,632, 596, 754, 426, 457
1300000,931, 472, 468, 593, 642
1310000,774, 463, 303, 269, 288
1320000,476, 437, 635, 690, 604
1330000,555, 705, 597, 539, 577
1340000,649, 675, 673, 623, 653
1350000,753, 542, 742, 654, 762
1360000,697, 622, 559, 528, 499
1370000,479, 362, 389, 330, 421
1380000,550, 375, 349, 388, 421
1390000,418, 731, 657, 423, 546
1400000,777, 480, 741, 638, 651
1410000,581, 333, 597, 608, 814
1420000,1004, 633, 729, 778, 1028
1430000,1009, 633, 1098, 689, 697
1440000,581, 644, 690, 506, 724
1450000,955, 763, 475, 286, 514
1460000,851, 818, 558, 696, 853
1470000,487, 424, 370, 651, 785
1480000,852, 863, 751, 808, 803
1490000,974, 920, 735, 928, 709
1500000,705, 753, 809, 959, 578
1510000,1070, 651, 808, 943, 861
1520000,925, 1097, 777, 822, 834
1530000,778, 728, 871, 725, 503
1540000,965, 896, 699, 705, 728
1550000,739, 893, 742, 685, 914
1560000,1242, 815, 1005, 785, 955
1570000,501, 648, 733, 846, 827
1580000,907, 980, 983, 860, 1004
1590000,1078, 638, 702, 947, 698
1600000,1031, 725, 775, 854, 875
1610000,1061, 812, 840, 708, 865
1620000,1125, 817, 840, 1010, 1032
1630000,862, 916, 781, 670, 837
1640000,917, 567, 480, 700, 506
1650000,598, 439, 563, 463, 548
1660000,614, 473, 566, 472, 478
1670000,534, 508, 592, 445, 402
1680000,523, 489, 532, 656, 423
1690000,485, 358, 451, 525, 487
1700000,962, 869, 770, 858, 623
1710000,951, 765, 757, 861, 1079
1720000,1095, 920, 920, 751, 675
1730000,1079, 740, 804, 773, 954
1740000,544, 713, 1042, 1024, 836
1750000,900, 957, 899, 669, 833
1760000,1314, 1020, 1052, 667, 560
1770000,1070, 1078, 796, 1017, 993
1780000,855, 668, 563, 561, 527
1790000,482, 524, 452, 462, 508
1800000,567, 929, 952, 1063, 894
1810000,1303, 915, 936, 893, 874
1820000,1085, 843, 917, 823, 832
1830000,1219, 836, 899, 1128, 1002
1840000,903, 919, 1045, 1022, 963
1850000,1069, 773, 1018, 952, 685
1860000,563, 469, 533, 534, 536
1870000,707, 667, 777, 1025, 1069
1880000,1014, 1000, 948, 926, 526
1890000,868, 964, 733, 1036, 923
1900000,933, 1020, 834, 960, 753
1910000,949, 1187, 636, 827, 1050
1920000,1186, 1135, 810, 1059, 969
1930000,1129, 1073, 1002, 1174, 915
1940000,995, 1349, 755, 1008, 1018
1950000,1173, 742, 820, 1105, 971
1960000,1250, 1068, 830, 733, 1185
1970000,1318, 944, 850, 1139, 1053
1980000,957, 1103, 1187, 1053, 980
1990000,632, 943, 822, 825, 1098
2000000,1297, 817, 505, 486, 570
